,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
45187,1054,5,1,Rural,2008,225127.10909698412
45188,1523,4,2,Suburb,1987,182537.6721490012
45189,1914,2,3,Suburb,1950,233970.40819039056
45190,1462,4,2,Urban,1974,208738.9134840499
45191,1696,2,2,Suburb,1964,143555.43970446335
45192,2501,2,2,Rural,2017,209456.4072985316
45193,2772,4,3,Suburb,2014,363959.8324346238
45194,2828,5,2,Rural,2019,373046.9498230652
45195,1715,4,1,Rural,1981,160676.46540854732
45196,2234,2,3,Suburb,1988,338172.5874448863
45197,2249,5,1,Rural,1995,232842.03147350549
45198,2030,2,2,Rural,1999,252551.3500358138
45199,1731,5,3,Suburb,1971,240667.07533119584
45200,2846,4,1,Urban,1982,318755.7311504285
45201,2563,4,2,Suburb,2018,229994.42911161223
45202,1988,2,2,Rural,1951,208395.6782786548
45203,2828,5,3,Urban,1992,189421.89542636863
45204,1211,2,1,Rural,2019,142025.84086979058
45205,2212,5,3,Rural,1997,278844.7106718511
45206,2098,2,2,Rural,1972,232360.0297557477
45207,1753,4,2,Suburb,1955,271956.8291551091
45208,2137,3,1,Urban,1971,264145.4208642518
45209,2702,2,1,Urban,1962,273885.7032477302
45210,2641,3,2,Rural,1962,278487.7273300706
45211,2174,4,2,Suburb,1999,230776.78698999705
45212,1435,3,2,Urban,1986,146206.82977567028
45213,2901,5,2,Urban,2000,350783.7327304466
45214,1083,3,1,Rural,1985,130929.87350194232
45215,2235,2,1,Urban,2018,246956.9833983168
45216,1778,3,1,Rural,2017,199380.29351898385
45217,1833,5,3,Suburb,2011,169638.94271253594
45218,2804,4,2,Urban,1959,297014.89543392166
45219,1460,5,2,Rural,1980,149697.56296602247
45220,2960,2,1,Rural,1957,334352.68465339474
45221,1176,5,2,Urban,1960,79942.14560360822
45222,2806,3,1,Suburb,2019,246741.38177886
45223,1311,3,2,Rural,1982,167323.21653518002
45224,2717,5,2,Suburb,1994,301124.19001015736
45225,2182,3,2,Rural,1963,314088.45930748945
45226,2724,3,3,Suburb,1983,310912.3067922671
45227,1185,2,1,Urban,1976,187824.01244524488
45228,2494,2,2,Urban,2021,378067.2163816392
45229,2979,2,2,Rural,1963,302155.6472603412
45230,2332,4,1,Suburb,2021,220639.26087053667
45231,1245,4,3,Rural,1985,201678.26649144728
45232,2852,2,1,Rural,1989,252889.98089951676
45233,2999,5,2,Urban,1978,428413.0261251662
45234,2016,5,1,Rural,2008,292555.06147048523
45235,1383,5,3,Rural,1973,107357.09230987684
45236,2065,2,3,Urban,1959,129564.21790206898
45237,1284,4,2,Suburb,1958,229105.5776648667
45238,1979,3,2,Suburb,1987,173679.49046669423
45239,1987,5,1,Rural,1983,200419.70681970243
45240,2946,2,1,Rural,2014,241830.45950427296
45241,1299,2,1,Rural,2019,157723.48397528037
45242,1900,3,1,Urban,1999,168810.80799253436
45243,2459,4,3,Rural,1958,229869.73487256785
45244,2392,4,3,Rural,1959,311256.0886810091
45245,1873,2,1,Urban,1988,181019.15547257857
45246,1485,3,1,Suburb,1972,163612.8912479858
45247,2972,4,1,Rural,2013,260494.7837971809
45248,1435,3,2,Rural,1975,130621.8053552392
45249,1805,3,3,Suburb,2014,167420.40323958485
45250,2451,2,1,Suburb,1987,321129.8663483471
45251,1180,3,1,Suburb,1964,166492.92352080226
45252,1882,3,3,Rural,1974,263117.5636179977
45253,2921,3,3,Rural,1990,359005.7628714976
45254,1876,5,2,Rural,2016,280483.1445304256
45255,1693,3,2,Suburb,1992,118274.7768957677
45256,1339,3,2,Urban,1954,173985.71345464143
45257,1490,2,2,Urban,1966,157433.78521542333
45258,1494,4,1,Rural,2020,222015.5694300472
45259,2996,4,1,Suburb,1965,280957.1502043531
45260,1729,3,2,Suburb,1963,216629.60786850177
45261,2186,2,3,Suburb,2021,244863.04599208772
45262,2581,2,2,Urban,2017,330645.5724480344
45263,1455,3,3,Rural,1997,228858.97077162587
45264,2115,3,2,Rural,1975,125108.29729531272
45265,1104,4,2,Suburb,1959,165287.8934468024
45266,1718,4,1,Rural,2012,250337.5634004951
45267,1438,4,2,Suburb,2015,60538.53996605419
45268,2521,3,1,Urban,1967,218758.40349180505
45269,2351,4,2,Rural,1973,326249.08121222805
45270,1650,2,2,Rural,1988,156201.40507862263
45271,2564,5,3,Rural,1955,324031.5317153194
45272,1508,5,2,Urban,1987,190691.70844622413
45273,1250,5,3,Suburb,1954,220217.47151757477
45274,1964,2,3,Rural,1965,152505.87931425328
45275,2214,5,2,Urban,2002,228443.41645661843
45276,1046,3,2,Rural,1971,84341.3155681481
45277,1878,3,1,Suburb,1953,244451.790760282
45278,2274,5,2,Urban,1957,242571.54923989
45279,2017,5,2,Urban,2003,199929.8546356967
45280,1774,4,2,Rural,2018,296303.02319440735
45281,1884,2,3,Urban,1969,264126.21848040674
45282,1063,4,1,Rural,1989,190379.4923995973
45283,2873,2,3,Suburb,1994,268471.93970843335
45284,1319,4,2,Suburb,2017,149911.1190011201
45285,1859,3,1,Urban,1954,145957.74090125252
45286,1779,2,2,Urban,1971,202300.84796630815
45287,2547,5,2,Suburb,2003,330744.6154205469
45288,2315,2,3,Suburb,1983,276853.2749364072
45289,1028,2,3,Suburb,2005,77623.88699261504
45290,2674,4,3,Rural,1952,305018.523241531
45291,1436,5,3,Rural,1971,168589.52213851525
45292,2989,4,3,Urban,1960,352172.4996697757
45293,2620,5,2,Suburb,1983,321197.4926010033
45294,2609,4,2,Urban,1967,222783.30808281945
45295,1762,5,1,Rural,1975,63568.42875368634
45296,1735,2,2,Suburb,1983,113655.07866213824
45297,2070,3,3,Suburb,1991,274649.7489146583
45298,2440,5,1,Urban,1985,301462.5876074626
45299,2616,4,3,Rural,1952,303613.6047094649
45300,1450,2,3,Rural,1984,114157.79096669098
45301,1632,4,3,Suburb,2021,174941.44686882346
45302,2578,2,2,Urban,1978,270991.68917157385
45303,2681,2,2,Suburb,1967,308313.6398509322
45304,2097,5,2,Suburb,1978,229886.82893451577
45305,2076,4,2,Rural,1991,210111.79329584175
45306,1232,2,3,Rural,1987,215357.77988658065
45307,2830,4,1,Suburb,2006,279062.23093665444
45308,2898,2,2,Rural,2002,371303.9640451825
45309,1199,5,1,Rural,1969,85188.06635684725
45310,1673,3,3,Urban,1961,163833.09193660188
45311,1548,3,3,Urban,1970,134387.03518872135
45312,1936,3,1,Urban,1988,286312.3179804001
45313,1096,3,3,Urban,2011,133776.5816690692
45314,1048,5,2,Urban,1967,230726.07617545343
45315,1895,5,3,Suburb,2018,270873.028734839
45316,1521,5,2,Rural,1963,195820.648409492
45317,1039,4,3,Suburb,1982,155453.05756817514
45318,1913,2,2,Urban,2010,227616.15817050647
45319,2176,2,1,Suburb,2016,185134.04123407684
45320,2129,3,3,Suburb,1950,156636.93668410933
45321,1552,3,3,Suburb,1975,246336.04447079808
45322,1675,2,2,Urban,1990,224195.2286988198
45323,1769,2,2,Urban,1992,180548.03219642944
45324,1210,2,1,Urban,2018,127337.5259988537
45325,2225,5,2,Rural,2001,205218.931215324
45326,1432,5,1,Rural,2003,210143.81939647044
45327,1706,5,3,Suburb,2021,249453.5958798151
45328,1564,3,2,Rural,2016,174882.6683920434
45329,1146,5,2,Rural,1988,78892.7917130331
45330,2522,2,3,Urban,1953,266833.05115971895
45331,1281,3,1,Suburb,1968,132342.4545610784
45332,2333,3,1,Rural,1953,266687.8344049874
45333,1754,5,2,Rural,1974,195202.39446051972
45334,2074,3,3,Rural,1995,186854.47618053315
45335,1494,2,2,Rural,1970,90903.18592283096
45336,1408,3,1,Suburb,1983,119662.68767554087
45337,2649,4,1,Suburb,1998,263859.72131817666
45338,1272,2,1,Rural,2006,164105.32804842337
45339,1457,2,3,Urban,1998,181128.6768811093
45340,2143,5,3,Urban,1988,240042.8299686684
45341,2724,2,3,Suburb,2000,286558.2398988125
45342,1045,2,3,Rural,1999,118937.07188704092
45343,2266,3,2,Urban,1972,246058.7960412876
45344,1310,4,1,Rural,1973,220157.52931387245
45345,1561,3,1,Urban,1988,202709.22882620656
45346,1330,4,2,Urban,2020,85210.15244712975
45347,1010,2,2,Suburb,2016,160513.72336656935
45348,1907,3,2,Urban,2002,265315.7556953362
45349,2447,3,2,Urban,1965,301425.804742448
45350,2071,5,2,Rural,2000,253510.5747122822
45351,2400,3,3,Urban,1952,256187.1013656989
45352,2591,4,2,Rural,1987,310908.6297795483
45353,1007,4,3,Suburb,1977,93218.49966949815
45354,1983,2,2,Rural,1961,189174.00602224417
45355,2549,5,2,Rural,2017,351751.77616635896
45356,2750,5,3,Urban,2017,318998.51359481376
45357,2393,3,2,Suburb,1952,192621.0637831132
45358,2463,2,2,Rural,1956,226024.60339739532
45359,2780,4,2,Suburb,1957,331340.3136643194
45360,1565,5,2,Suburb,1953,159661.57917969156
45361,2507,2,2,Rural,2018,201237.7427672195
45362,1272,3,3,Urban,2019,183423.6896687889
45363,1940,5,2,Suburb,1954,233161.91853389915
45364,1900,3,3,Suburb,1991,246095.6113184468
45365,1130,4,2,Rural,2016,141967.75034584425
45366,2544,4,3,Suburb,1988,237084.45768206465
45367,1723,2,3,Rural,1959,208625.7788631274
45368,1633,3,3,Rural,1985,168710.2751372452
45369,1113,2,3,Rural,1988,182174.54933699628
45370,1531,4,1,Rural,1984,212988.9351264006
45371,2522,5,1,Rural,2016,231213.5786785824
45372,2362,4,2,Rural,2005,294774.23059517547
45373,2044,2,2,Rural,1990,176235.68521704926
45374,2743,3,1,Rural,1960,374797.05474974005
45375,1032,4,1,Rural,1960,129081.52179554748
45376,1132,2,3,Urban,2016,97599.30716084948
45377,1919,3,3,Urban,2020,152615.71809864126
45378,2726,2,3,Rural,2009,358678.3785401207
45379,1974,4,3,Urban,1976,158381.16005508235
45380,1025,3,2,Rural,2015,159055.52437246
45381,2387,4,3,Urban,1973,264202.83212627907
45382,1600,4,2,Urban,1974,213726.6790845169
45383,2115,4,1,Suburb,1985,302508.5055555039
45384,1544,4,1,Rural,2006,102573.40926296671
45385,2261,4,3,Rural,1984,264150.3001040671
45386,1017,2,3,Rural,1974,33907.34819193538
45387,2297,5,2,Rural,1958,216123.77953385905
45388,1933,5,2,Rural,2002,230166.12743708843
45389,1288,4,3,Suburb,1955,256872.8236132635
45390,2050,4,1,Suburb,2006,199069.7530112679
45391,1816,4,3,Suburb,1987,183043.2924951212
45392,2457,3,1,Urban,2003,294325.0612321733
45393,2934,4,1,Urban,1957,278818.72262739204
45394,1107,3,3,Suburb,1957,116215.67937699574
45395,1972,2,3,Urban,1968,213880.7825895025
45396,1947,5,1,Rural,1955,224372.3482510527
45397,1737,4,2,Urban,1991,222535.7241390724
45398,1323,5,2,Rural,2017,89950.51571732649
45399,1866,2,2,Rural,1981,236154.46676659555
45400,2554,5,1,Urban,1960,302892.740309357
45401,1734,2,1,Urban,1979,222544.609539068
45402,1792,4,2,Urban,1988,213862.35404250651
45403,2127,2,3,Suburb,1999,193427.5516095732
45404,2867,4,3,Suburb,1956,199158.839227736
45405,2355,5,3,Urban,2003,240729.2744465554
45406,2385,2,1,Suburb,1963,212863.56799263365
45407,2944,3,1,Rural,2014,300487.14429728093
45408,1288,3,3,Suburb,1950,122126.61503079996
45409,2467,3,1,Suburb,2019,152105.21039188316
45410,2060,4,3,Urban,2020,278643.39189549064
45411,2371,2,2,Urban,2003,280085.0051030178
45412,1891,3,2,Rural,2013,94703.9524769056
45413,2779,4,3,Urban,1990,282987.4177318816
45414,1042,3,1,Urban,1975,121281.99781235882
45415,2149,5,2,Rural,1973,184185.330885739
45416,1008,5,3,Rural,1981,117897.82429133164
45417,2549,5,2,Rural,1971,196782.13666055468
45418,2154,3,1,Rural,2018,256894.07023096207
45419,2348,4,2,Suburb,2008,272890.25884202146
45420,1183,3,2,Urban,1972,146636.49850925725
45421,2305,4,3,Rural,2011,276426.2249205277
45422,1894,3,2,Rural,1990,216336.38904039227
45423,2076,4,2,Rural,1968,235136.6345811865
45424,2576,3,1,Urban,1963,252154.2614404602
45425,2873,2,1,Suburb,1990,266071.71117071784
45426,1869,2,2,Rural,1995,212085.53633333847
45427,1532,4,2,Suburb,1980,252493.6580813517
45428,2400,5,3,Suburb,1993,364288.4398388007
45429,2318,5,2,Suburb,1989,199331.91422737084
45430,2231,5,3,Urban,1984,195627.39072187128
45431,1999,4,1,Suburb,1989,139493.91203516352
45432,1662,2,1,Urban,1997,156216.9849132012
45433,2500,4,2,Suburb,1991,197732.21753499104
45434,2993,3,3,Suburb,1984,299253.0562186284
45435,1953,3,3,Urban,2019,205491.55396243665
45436,1068,3,2,Rural,1959,218123.45090555868
45437,2866,3,3,Urban,2021,360118.9077277505
45438,2948,3,2,Suburb,1965,329459.8763448439
45439,2853,3,1,Suburb,1959,366909.2208217377
45440,2460,5,2,Urban,1972,254154.36219119665
45441,1300,5,1,Rural,1999,45704.233496794055
45442,1026,3,1,Rural,2001,158595.37520413188
45443,2651,4,1,Suburb,2005,259063.3538352506
45444,1929,2,3,Urban,1961,234492.52676291013
45445,1653,3,3,Suburb,1977,165875.0065196148
45446,1552,3,2,Rural,2011,174685.51818405802
45447,1105,4,3,Rural,1979,137241.47934224296
45448,1585,5,3,Suburb,1979,314924.4712748367
45449,1571,4,3,Rural,1988,71879.13187163275
45450,1809,2,1,Suburb,1999,323300.5596624308
45451,1633,2,1,Suburb,1952,36904.34049034983
45452,2970,4,1,Rural,1952,338183.558371074
45453,2738,3,1,Urban,1960,359600.2561185
45454,2034,5,1,Suburb,1970,244669.83544202067
45455,1930,3,3,Rural,1994,343814.8790826727
45456,1658,3,2,Rural,1976,145245.17462963072
45457,2239,3,3,Urban,1977,212241.1254728352
45458,1885,3,2,Rural,1958,202104.15298185576
45459,1320,5,1,Rural,1950,290621.92669511656
45460,1459,4,2,Urban,1971,186123.20241290037
45461,2980,2,3,Suburb,2004,367866.5548888873
45462,2838,2,3,Rural,2004,168389.63689434004
45463,2549,5,3,Suburb,2010,425958.58590683
45464,1578,4,1,Rural,1967,155481.77701719373
45465,2715,5,3,Urban,1987,268181.94115064986
45466,1876,3,3,Suburb,1962,186716.72640681997
45467,1753,5,1,Rural,2006,225626.8029096004
45468,1159,4,3,Suburb,1983,76128.50943840537
45469,1463,2,1,Rural,1950,113574.16035119563
45470,1997,5,3,Urban,1963,253079.66265924677
45471,2545,2,1,Suburb,1950,206359.4580042392
45472,2659,2,1,Suburb,1956,262188.7966023207
45473,2296,2,3,Rural,1957,243977.65638951305
45474,1240,4,2,Rural,1958,199333.38878574604
45475,1935,3,3,Urban,1992,209297.14258715967
45476,1963,3,2,Rural,1977,180854.460235823
45477,1958,4,3,Rural,1982,241565.70575883743
45478,2678,3,3,Suburb,1975,258908.63876943736
45479,1864,3,2,Rural,1982,242232.00464879564
45480,2190,3,1,Rural,1962,187109.13220562335
45481,2592,5,2,Suburb,1987,282751.3963933808
45482,1649,3,2,Rural,1976,202469.21921077283
45483,1326,5,1,Suburb,2018,171727.00773882258
45484,1864,2,3,Suburb,2008,189167.95491236367
45485,1528,5,2,Urban,1975,208953.3378272716
45486,2867,3,2,Rural,2012,423152.9315661439
45487,2296,4,2,Rural,1956,257563.0238544095
45488,1878,2,3,Suburb,2013,175500.78141092006
45489,2399,2,2,Suburb,1980,213833.935365896
45490,2935,5,3,Urban,2007,331159.12505854125
45491,2398,4,2,Rural,1971,255242.46614501727
45492,1333,3,2,Urban,2007,216942.91397935632
45493,2026,5,1,Rural,2007,121082.33494442428
45494,2266,5,2,Suburb,1996,301319.77589633974
45495,2643,2,1,Rural,2014,316365.8037793404
45496,2074,5,1,Urban,1963,160865.21300528973
45497,1881,4,3,Rural,1998,273008.672338132
45498,1349,5,2,Rural,2015,54660.810392610656
45499,1173,5,2,Urban,2007,52711.41666592787
45500,1115,4,1,Urban,1956,113011.01088697385
45501,2718,5,1,Suburb,2002,246870.62613299463
45502,1360,3,3,Urban,1997,122395.7100564074
45503,2378,5,3,Suburb,2001,289890.3374593946
45504,2689,3,1,Rural,2007,326947.317752962
45505,2782,4,2,Urban,1996,324878.6003733296
45506,1075,3,3,Rural,1964,202596.15015956757
45507,2950,4,2,Urban,1996,414351.5709476112
45508,1755,3,1,Rural,2015,152322.08684203582
45509,2104,3,1,Urban,2013,306821.488673834
45510,2252,4,1,Rural,1998,255499.0688227601
45511,1071,4,3,Suburb,1956,160331.87028276685
45512,2426,3,3,Rural,2011,273092.591124243
45513,2241,4,1,Suburb,1967,264943.1196050159
45514,1451,2,2,Urban,2011,143081.57151715268
45515,1910,5,3,Rural,1967,215554.07450864883
45516,2778,3,1,Rural,1958,280496.3881098118
45517,1366,2,1,Rural,2018,99263.03202116006
45518,1825,2,2,Urban,2008,178967.26083342737
45519,2613,2,3,Suburb,1984,313958.03847649647
45520,1669,4,3,Rural,1953,266163.875954361
45521,2583,5,1,Suburb,1987,334361.55870698945
45522,2335,3,1,Rural,1969,249264.2772670316
45523,2321,5,3,Suburb,1987,197489.91951439265
45524,2047,3,1,Urban,2005,258126.84309552071
45525,1109,5,2,Suburb,1978,110990.46614486328
45526,1051,5,1,Urban,1979,112282.35726857644
45527,2962,2,2,Rural,1956,266705.40184635407
45528,2313,4,3,Rural,1987,249327.30112094124
45529,2467,3,1,Rural,1962,306823.24538212403
45530,1466,3,3,Rural,1988,129583.15840967296
45531,2282,3,3,Rural,2012,177674.5558718178
45532,2347,2,2,Suburb,1979,167613.75488088134
45533,2674,2,1,Rural,1983,254445.1187633649
45534,2932,2,3,Urban,1965,246369.09161808927
45535,1817,2,2,Urban,1990,192715.85932586476
45536,2361,2,2,Urban,1972,254626.0067253622
45537,1786,5,2,Urban,1998,227013.7373155789
45538,1555,3,3,Suburb,1992,160400.08271773896
45539,1928,5,3,Suburb,1974,264870.966778204
45540,2445,2,2,Urban,1997,241660.31778943609
45541,1258,4,1,Rural,2003,193822.0647131141
45542,2648,2,2,Suburb,1959,288318.0380934643
45543,2762,2,3,Rural,1963,230776.2031357009
45544,1064,2,1,Suburb,1979,117254.8514644499
45545,1162,3,2,Rural,2018,174239.96353259785
45546,2187,3,3,Rural,2004,247499.33429260677
45547,2701,4,3,Rural,1955,377947.0700601043
45548,1038,3,2,Rural,2012,107714.15829900531
45549,1664,2,1,Urban,1991,210834.8112172745
45550,1319,4,1,Rural,1962,142683.18327534207
45551,1359,4,2,Urban,2005,181157.04855423103
45552,1268,4,3,Urban,1980,129268.71083443271
45553,1323,2,2,Urban,2000,239821.8988936092
45554,1325,3,3,Rural,1963,175548.1708853044
45555,2610,5,3,Urban,1978,307719.5194099143
45556,1256,3,3,Suburb,1996,119443.1429157692
45557,1199,5,3,Urban,1966,212642.61574968533
45558,2461,2,2,Urban,1974,227615.94732063613
45559,1609,3,3,Urban,1991,160196.7876762789
45560,2127,2,1,Urban,1984,181102.28540794997
45561,2395,2,1,Urban,2007,328016.78904334607
45562,1904,4,2,Urban,1960,147264.7683594506
45563,1163,3,3,Suburb,1954,141603.40120751175
45564,2136,4,3,Suburb,2005,307861.8106327022
45565,1614,3,3,Suburb,2012,209068.1148610275
45566,2572,2,2,Suburb,2014,244360.6654323545
45567,1105,4,1,Rural,1975,78595.36989135003
45568,1698,2,3,Suburb,1996,174658.2873498069
45569,1363,5,1,Suburb,2021,166677.35286060526
45570,2044,2,3,Suburb,1970,191249.20533153455
45571,1659,5,3,Urban,1984,207190.67722654567
45572,2152,5,1,Suburb,1991,297799.1420941259
45573,2506,4,2,Suburb,1954,248367.62313722252
45574,1698,4,3,Rural,1995,215445.4022593447
45575,2819,3,2,Suburb,2008,301747.2640360134
45576,2222,3,3,Urban,1982,278388.4358545549
45577,1746,4,3,Rural,2009,273283.1219501401
45578,2975,3,3,Rural,2015,306427.5686719408
45579,2643,2,3,Urban,2020,276070.6464819187
45580,2544,2,2,Urban,1970,223440.8235797563
45581,1960,2,2,Rural,2001,290314.62186586106
45582,2443,2,1,Urban,1983,254066.1519464167
45583,2249,2,2,Suburb,1995,266410.4591202575
45584,1929,5,2,Urban,1953,315332.47308072506
45585,1208,2,1,Rural,1979,148208.92248978044
45586,2268,3,1,Urban,1988,333363.8460985756
45587,2311,4,3,Suburb,2008,273848.1779191713
45588,2089,4,1,Rural,1961,275830.5007445093
45589,2891,3,2,Urban,1973,377957.8614395636
45590,2176,3,1,Urban,1970,226725.7213381088
45591,1490,3,3,Suburb,1985,157575.4420400161
45592,2458,4,2,Urban,2006,307058.3567002545
45593,1702,3,3,Rural,1954,243024.66303389453
45594,2241,3,2,Suburb,1998,228492.06280384475
45595,2452,5,1,Urban,2004,240451.35736538604
45596,1501,5,1,Urban,1954,178721.35458199188
45597,1665,5,1,Rural,2016,164331.6272918841
45598,2812,4,1,Suburb,2002,289321.34602354094
45599,2617,3,1,Rural,1954,269305.28385327815
45600,1220,2,2,Rural,1965,75931.85438675692
45601,1434,4,3,Urban,1969,175978.15875464867
45602,1279,5,3,Suburb,1971,100698.0872206887
45603,2646,5,3,Urban,2006,355252.3293140996
45604,2115,4,3,Rural,1968,342494.78955302207
45605,1523,4,1,Urban,1952,179608.9960186975
45606,2162,3,3,Urban,1991,225955.26912572948
45607,1666,4,3,Urban,1962,204719.84804192896
45608,2046,2,2,Suburb,1977,314313.4692315202
45609,2440,2,2,Suburb,1954,359347.699260528
45610,2999,4,1,Urban,1989,316435.61715860094
45611,1731,2,2,Suburb,2007,230879.6452380185
45612,1347,3,1,Rural,1960,37107.80959469125
45613,2260,4,3,Suburb,1979,232480.52026867392
45614,1764,2,3,Rural,1978,260457.4494373781
45615,1933,5,1,Rural,1986,190257.05374986792
45616,1182,3,3,Suburb,1972,184156.29678012076
45617,1507,4,1,Suburb,1990,207120.6814332344
45618,1197,4,2,Urban,2002,213385.61815544424
45619,2705,4,2,Suburb,1972,255434.99063535675
45620,2146,5,3,Urban,2017,114908.62235120693
45621,2948,2,2,Rural,2014,282779.75364723743
45622,2569,4,1,Suburb,1968,195526.66460057255
45623,1380,2,2,Urban,1997,125506.44970286744
45624,1824,3,3,Urban,1959,194279.8562183971
45625,2538,5,3,Urban,1985,279512.6699718643
45626,2029,5,1,Urban,1993,281818.2247896789
45627,2327,3,2,Rural,1972,268620.35012519755
45628,2637,3,2,Rural,1963,244719.1850391916
45629,1191,4,1,Rural,1955,219254.75343938603
45630,2399,3,1,Rural,1999,144195.01114845328
45631,1524,5,1,Rural,2006,220228.2905857636
45632,2059,2,3,Urban,1996,174511.86080029592
45633,2998,2,3,Suburb,1982,412232.59081682266
45634,2093,2,1,Urban,1962,183066.80355188128
45635,1288,2,2,Suburb,2017,201032.8260079437
45636,1104,2,1,Rural,1986,137792.03180994207
45637,2739,2,1,Suburb,1985,318884.14640520606
45638,1312,5,1,Suburb,1976,172881.1993990556
45639,2078,3,1,Rural,1951,207890.8761103933
